AIRPORT_ID,Code,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
12966,LGW,Gatwick,51.14805556,-0.19666667
12966,LGW,London Gatwick,51.14805556,-0.19027778
12967,LHA,Lahr Airport,48.37166667,7.82666667
12968,LHB,Lost Harbor Airport,54.22611111,-165.6111111
12969,LHE,Lahore International,31.52083333,74.40277778
12969,LHE,Allama Iqbal International,31.52166667,74.40361111
12970,LHG,Lightning Ridge Airport,-29.45833333,147.9833333
12971,LHQ,Fairfield County,39.75555556,-82.65722222
12972,LHR,Heathrow,51.47138889,-0.45277778
12972,LHR,London Heathrow,51.4775,-0.46138889
12973,LHU,Lake Havasu City Airport,34.45833333,-114.3611111
12974,LHV,William T. Piper Memorial,41.13555556,-77.42222222
12975,LHW,Zhongchuan,36.51527778,103.6208333
12976,LHX,La Junta Municipal,38.05083333,-103.5113889
12977,LIA,Liangping Airport,30.81666667,107.7
12978,LIB,Limbunya Airport,-17.23611111,129.8852778
12979,LIC,Limon Municipal,39.27277778,-103.6658333
12980,LIE,Libenge Airport,3.62361111,18.63888889
12981,LIG,Bellegarde,45.86277778,1.17944444
12981,LIG,Limoges Bellegarde,45.86166667,1.18111111
12982,LIH,Lihue Airport,21.97916667,-159.3458333
12983,LIJ,Long Island Airport,54.9,-132.75
12984,LIK,Likiep Island Airport,9.81666667,169.3166667
12985,LIL,Lille/Lesquin,50.56444444,3.08805556
12985,LIL,Lesquin,50.56333333,3.08694444
12985,LIL,Lille Lesquin,50.56333333,3.08694444
12986,LIM,Jorge Chavez International,-12.02666667,-77.12277778
12987,LIN,Linate,45.44166667,9.27777778
12987,LIN,Milano Linate,45.445,9.27666667
12988,LIO,Puerto Limon,9.95583333,-83.02111111
12989,LIQ,Lisala Airport,2.17222222,21.49583333
12990,LIR,Daniel Oduber International,10.58972222,-85.55
12991,LIS,Lisboa,38.78194444,-9.13333333
12992,LIT,Adams Field,34.72916667,-92.23444444
12992,LIT,Bill and Hillary Clinton Nat Adams Field,34.72944444,-92.22472222
12993,LIV,Livengood Airport,65.53111111,-148.5411111
12994,LIW,Loikaw Airport,19.68861111,97.21694444
12995,LIY,Wright AAF,31.89,-81.56111111
12995,LIY,Wright AAF/Midcoast Regional,31.88833333,-81.56166667
12996,LIZ,Loring AFB,46.95027778,-67.88611111
12996,LIZ,Loring International,46.95027778,-67.88611111
12997,LJA,Lodja Airport,-3.39722222,23.44444444
12998,LJG,Lijiang South,26.67916667,100.2452778
12998,LJG,Sanyi,26.67694444,100.2447222
12999,LJN,Brazoria County,29.03833333,-95.45694444
13000,LJU,Ljubljana International,46.22472222,14.46083333
13000,LJU,Ljubljana Airport,46.22361111,14.4575
13001,LJY,Floyd W Jones Lebanon,37.64444444,-92.6525
13002,LKE,Lake Union Terminal,47.62888889,-122.3386111
13003,LKK,Kulik Lake Airport,58.9675,-155.095
13004,LKL,Banak,70.06777778,24.97361111
13005,LKM,Nekempte Airport,9.03333333,36.6125
13005,NEK,Nekempte Airport,9.035,36.61194444
13006,LKN,Leknes Airport,68.15361111,13.60888889
13007,LKO,Lucknow Airport,26.76027778,80.88027778
13007,LKO,Chaudhary Charan Singh Lucknow International,26.76055556,80.88888889
13008,LKP,Lake Placid Airport,44.26444444,-73.96166667
13009,LKV,Lake County,42.16111111,-120.3980556
13010,LKZ,RAF Lakenheath,52.40861111,0.56277778
13011,LLA,Kallax,65.54472222,22.12777778
13012,LLI,Lalibella Airport,12.01666667,39.06666667
13013,LLW,Kamuzu International,-13.78944444,33.78111111
13015,LLY,South Jersey Regional,39.94333333,-74.84361111
13016,LMA,Lake Minchumina Airport,63.88611111,-152.3019444
13017,LMI,Lumi Airport,-3.47777778,142.0394444
13018,LMM,Valle del Fuerte International,25.68527778,-109.0808333
13019,LMN,Limbang Airport,4.74472222,115.0166667
13020,LMO,RAF Lossiemouth,57.70694444,-3.33805556
13021,LMP,Lampedusa Airport,35.49611111,12.615
13022,LMQ,Marsa Brega Airport,30.37944444,19.57944444
13022,LMQ,Marsa Brega S21,30.37805556,19.57638889
13023,LMS,Louisville Winston County,33.14277778,-89.06111111
13024,LMT,Kingsley Field,42.16305556,-121.7358333
13024,LMT,Klamath Falls Airport,42.15611111,-121.7330556
13024,LMT,Crater Lake Klamath Regional,42.15611111,-121.7330556
13026,LND,Hunt Field,42.81527778,-108.7294444
13027,LNE,Lonorore Airport,-15.86666667,168.1833333
13028,LNI,Lonely Air Station,70.91111111,-153.2388889
13028,LNI,Lonely AS,70.91083333,-153.2422222
13029,LNK,Lincoln Airport,40.85083333,-96.75888889
13030,LNL,Kings Land O' Lakes,46.15,-89.21666667
13031,LNP,Lonesome Pine,36.98583333,-82.53305556
13032,LNS,Lancaster Airport,40.12111111,-76.29972222
13033,LNT,Lanett Municipal,32.82222222,-85.23333333
13034,LNY,Lanai Airport,20.78472222,-156.9494444
13035,LNZ,Horsching Linz,48.23444444,14.19361111
13035,LNZ,Blue Danube Airport Linz,48.23444444,14.19361111
13035,LNZ,Linz International,48.23333333,14.1875
13036,LOA,Lorraine Airport,-18.99166667,139.9
13037,LOH,Camilo Ponce Enriquez,-3.99361111,-79.37361111
13037,LOH,Cuidad de Catamayo,-3.99583333,-79.37194444
13037,LOH,Ciudad de Catamayo,-3.99583333,-79.37194444
13038,LOI,Laredo Municipal,27.61555556,-99.52
13039,LOL,Derby Field,40.06805556,-118.5616667
13040,LOM,Francisco P.V.Yr,21.35,-101.9494444
13041,LON,London Metropolitan Area,51.5,-0.16666667
13042,LOQ,Lobatse Airport,-25.19027778,25.68194444
13043,LOS,Murtala Muhammed,6.58888889,3.32638889
13044,LOU,Bowman Field,38.22722222,-85.66361111
13045,LOV,Monclova International,26.95444444,-101.4702778
13045,LOV,Venustiano Carranza International,26.95583333,-101.47
13046,LOZ,Roscoe E. Magee Memorial,37.08722222,-84.07694444
13046,LOZ,London-Corbin Airport-Magee Field,37.08694444,-84.0775
13047,LPA,Gran Canaria,27.93194444,-15.38333333
13048,LPB,El Alto International,-16.50694444,-68.20138889
13049,LPC,Lompoc Airport,34.66611111,-120.4655556
13050,LPI,Saab,58.40611111,15.68055556
13051,LPL,Liverpool Airport,53.33833333,-2.86666667
13052,LPO,La Porte Municipal,41.57277778,-86.73416667
13053,LPP,Lappeenranta Airport,61.04611111,28.15666667
13054,LPQ,Luang Phabang International,19.89583333,102.1638889
13055,LPS,Lopez Island Airport,48.48277778,-122.9355556
13056,LPT,Lampang Airport,18.27416667,99.50722222
13057,LPW,Little Port Walter Airport,56.38333333,-134.8333333
13058,LQK,Pickens County,34.81,-82.70277778
13059,LRA,Larisa,39.65111111,22.46388889
13059,LRA,Larissa Airport,39.65027778,22.46555556
13060,LRC,RAF Laarbruch,51.60194444,6.1425
13061,LRD,Laredo AFB,27.54472222,-99.46111111
13061,LRD,Laredo International,27.54472222,-99.46111111
13062,LRE,Longreach Airport,-23.43722222,144.2755556
13063,LRF,Little Rock AFB,34.91638889,-92.14611111
13064,LRG,Loring Airport,55.60166667,-131.635
13064,WLR,Loring Airport,55.60166667,-131.635
13065,LRH,La Rochelle/Laleu,46.18055556,-1.18583333
13066,LRI,Lorica Airport,9.27083333,-75.82805556
13067,LRL,Niamtougou International,9.76722222,1.09111111
13068,LRM,La Romana Airport,18.41027778,-68.94166667
13068,LRM,Casa de Campo International,18.4525,-68.91138889
13069,LRN,Larson AFB,47.14305556,-119.2402778
13070,LRO,Sharpe AFF,37.83666667,-121.2722222
13071,LRT,Lann Bihoue,47.76111111,-3.43916667
13071,LRT,Lorient Lann Bihoue,47.76055556,-3.44
13072,LRU,Las Cruces Municipal,32.29083333,-106.9216667
13072,LRU,Las Cruces International,32.28944444,-106.9219444
13073,LSA,Losuia Airport,-8.53333333,151.0666667
13073,LSA,Kiriwina,-8.50583333,151.0811111
13074,LSC,La Florida,-29.91722222,-71.19972222
13075,LSD,Blue Grass Station AHP,38.09111111,-84.31666667
13076,LSE,La Crosse Municipal,43.87722222,-91.25638889
13076,LSE,La Crosse Regional,43.87916667,-91.25666667
13077,LSF,Lawson AAF,32.33777778,-84.99222222
13078,LSI,Sumburgh,59.88111111,-1.29305556
13079,LSL,Los Chiles Airport,11.03416667,-84.70722222
13080,LSN,Los Banos Municipal,37.06305556,-120.8691667
13081,LSP,Josefa Camejo,11.77944444,-70.1525
13081,LSP,Josefa Camejo International,11.78083333,-70.15166667
13082,LSQ,Maria Dolores,-37.3975,-72.42277778
13083,LSR,Lost River 1,65.39611111,-167.1630556
13084,LSS,Terre de Haut,15.865,-61.58027778
13085,LST,Launceston Airport,-41.54583333,147.21
13086,LSU,Long Sukang Airport,4.55277778,115.5
13087,LSV,Nellis AFB,36.23388889,-115.0336111
13088,LSX,Lhok Sukon Airport,5.06888889,97.25555556
13089,LTA,Letaba,-23.82444444,30.32916667
13090,LTB,Latrobe Valley,-38.20972222,146.4702778
13091,LTD,Ghadames Airport,30.15166667,9.71527778
13092,LTI,Altai Airport,46.65,96.41666667
13093,LTM,Lethem Airport,3.37166667,-59.79
13094,LTN,Luton,51.85861111,-0.35166667
13094,LTN,London Luton,51.87472222,-0.36833333
13095,LTO,Loreto International,25.98333333,-111.35
13096,LTQ,Le Touquet/Paris Plage,50.515,1.62805556
13096,LTQ,Le Touquet Cote D Opale,50.51833333,1.62194444
13097,LTS,Altus AFB,34.66388889,-99.27361111
13098,LTV,Lotusvale Airport,-17.08333333,141.3666667
13099,LUA,Lukla Airport,27.68611111,86.73055556
13100,LUD,Luderitz Airport,-26.68638889,15.24388889
13101,LUE,Lucenec Airport,48.35,19.73333333
13102,LUF,Luke AFB,33.535,-112.3830556
13103,LUG,Lugano Airport,46.00472222,8.91138889
13104,LUJ,Lusikisiki Airport,-31.37,29.42444444
13105,LUK,Lunken Field,39.10277778,-84.42138889
13105,LUK,Cincinnati Municipal Lunken Field,39.10333333,-84.41861111
13106,LUL,Hesler-Noble Field,31.66888889,-89.17027778
13108,LUN,Lusaka International,-15.32916667,28.45277778
13108,LUN,Kenneth Kaunda International,-15.33083333,28.4525
13109,LUP,Kalaupapa Airport,21.21111111,-156.9744444
13110,LUQ,San Luis Airport,-33.27444444,-66.35861111
13111,LUR,Cape Lisburne AFS,68.87583333,-166.1069444
13111,LUR,Cape Lisburne LRRS,68.875,-166.1111111
13112,LUT,Laura Station Airport,-15.43333333,144.8166667
13113,LUX,Luxembourg Airport,49.62777778,6.20666667
13114,LVB,Livramento Airport,-30.83333333,-55.61666667
13115,LVD,Lime Village Airport,61.35861111,-155.4402778
13116,LVI,Livingstone Airport,-17.82055556,25.82222222
13116,LVI,Harry Mwanga Nkumbula,-17.82138889,25.81694444
13117,LVK,Livermore Municipal,37.69361111,-121.8202778
13118,LVM,Livingston Airport,45.66666667,-110.5666667
13119,LVO,Laverton Airport,-28.61527778,122.4227778
13120,LVS,Las Vegas Municipal,35.65416667,-105.1425
13121,LWB,Greenbrier Valley,37.85972222,-80.39861111
13122,LWC,Lawrence Municipal,39.00916667,-95.2175
13123,LWF,Lawrenceburg-Lawrence County,35.23416667,-87.25805556
13124,LWL,Harriet Field,41.11388889,-114.9233333
13124,LWL,Wells Municipal/Harriet Field,41.11722222,-114.9222222
13125,LWM,Lawrence Municipal,42.7175,-71.1225
13126,LWO,Snilow,49.8125,23.9575
13126,LWO,Lviv International,49.8125,23.9575
13127,LWS,Lewiston Nez Perce County,46.37472222,-117.0144444
13128,LWT,Lewistown Municipal,47.05111111,-109.4711111
13129,LWV,Lawrenceville-Vincennes International,38.76305556,-87.60111111
13130,LWY,Lawas Airport,4.85,115.405
13131,LXA,Gonggar,29.29722222,90.91333333
13132,LXN,Jim Kelly Field,40.79055556,-99.77583333
13133,LXR,Luxor International,25.67305556,32.7075
13134,LXS,Lemnos Airport,39.91666667,25.25
13135,LXV,Lake County,39.22027778,-106.3161111
13136,LYB,Edward Bodden,19.65916667,-80.09083333
13137,LYC,Lycksele Airport,64.54916667,18.71694444
13138,LYE,RAF Lyneham,51.50805556,-1.98833333
13139,LYH,Lynchburg Regional/Preston Glenn Field,37.32694444,-79.20111111
13140,LYN,Bron,45.72944444,4.93888889
13140,LYN,Lyon Bron,45.72944444,4.93888889
13141,LYP,Lyallpur Airport,31.36916667,72.99805556
13141,LYP,Faisalabad International,31.36916667,72.99805556
13142,LYR,Svalbard,78.24527778,15.46944444
13143,LYS,Satolas,45.72555556,5.08166667
13143,LYS,Saint Exupery,45.72638889,5.09083333
13143,LYS,Lyon Saint Exupery,45.72555556,5.08111111
13144,LYU,Ely Municipal,47.82444444,-91.83083333
13145,LYX,London Ashford,50.95416667,0.94027778
13146,LZC,Lazaro Cardenas Airport,17.98888889,-102.2194444
13147,LZH,Liuzhou South,24.20777778,109.3913889
13149,LZO,Luzhou Airport,28.88333333,105.35
13150,LZR,Lizard Island Airport,-14.66666667,145.4502778
13151,LZU,Gwinnett County - Briscoe Field,33.97777778,-83.96222222
13152,MA1,Katama Airpark,41.35833333,-70.52444444
13153,MAA,Madras International,12.99333333,80.17694444
13153,MAA,Chennai International,12.99333333,80.17694444
13154,MAB,Maraba Airport,-5.36666667,-49.16666667
13154,MAB,Para Joao Correa Da Rocha,-5.36861111,-49.13805556
13154,MAB,Joao Correa Da Rocha,-5.36861111,-49.13805556
13155,MAC,Macon Downtown,32.8225,-83.56222222
13156,MAD,Barajas,40.47361111,-3.56111111
13156,MAD,Adolfo Suarez Madrid Barajas,40.49555556,-3.56
13157,MAE,Madera Municipal,36.98777778,-120.1105556
13158,MAF,Midland Regional Air Trml,31.94083333,-102.2013889
13158,MAF,Midland International,31.9425,-102.2019444
13158,MAF,Midland International Air and Space Port,31.9425,-102.2019444
13159,MAG,Madang Airport,-5.20916667,145.7816667
13160,MAH,Menorca,39.86138889,4.21527778
13161,MAI,Mangochi Airport,-14.48555556,35.26111111
13162,MAJ,Marshall Islands International,7.06472222,171.2747222
13163,MAK,Malakal Airport,9.55555556,31.64444444
13164,MAM,Matamoros International,25.77027778,-97.52361111
13164,MAM,General Servando Canales International,25.77,-97.52527778
13165,MAN,Manchester Airport,53.35333333,-2.27666667
13166,MAO,Eduardo Gomes International,-3.03916667,-60.05
13167,MAP,Mamai Airport,-10.3,149.5333333
13169,MAR,La Chinita International,10.56111111,-71.72555556
13170,MAS,Momote,-2.05666667,147.4244444
13171,MAT,Matadi Tshimpi,-5.79833333,13.44166667
13172,MAU,Maupiti Fr. Polynesia,-16.43333333,-152.25
13173,MAW,Malden Municipal,36.60055556,-89.99222222
13173,MAW,Malden Regional,36.59833333,-89.9925
13174,MAX,Matam Ouro Sogui,15.59305556,-13.32361111
13175,MAY,Clarence A Bain,24.28972222,-77.68027778
13176,MAZ,Mayaguez Airport,18.25777778,-67.14888889
13176,MAZ,Eugenio Maria de Hostos,18.25777778,-67.14861111
13177,MBA,Mombasa Moi International,-4.03138889,39.59305556
13178,MBH,Maryborough Airport,-25.51666667,152.7133333
13178,MBH,Maryborough Qld,-25.51333333,152.715
13179,MBI,Mbeya Airport,-8.91472222,33.46194444
13180,MBJ,Sangster International,18.50194444,-77.9125
13181,MBK,Matupa Airport,-10.23333333,-54.95
13182,MBL,Manistee County-Blacker,44.27388889,-86.25333333
13183,MBO,Mamburao Airport,13.21138889,120.6033333
13184,MBS,Tri City,43.53166667,-84.08166667
13184,MBS,MBS International,43.53166667,-84.08166667
13185,MBT,Masbate Airport,12.37027778,123.6283333
13186,MBU,Mbambanakira Airport,-9.43333333,159.5
13187,MBX,Maribor Airport,46.48,15.68944444
13188,MBY,Omar N Bradley,39.46388889,-92.42666667
13189,MBZ,Maues Airport,-3.37416667,-57.72583333
13190,MCA,Macenta Airport,8.48333333,-9.53666667
13191,MCB,McComb/Pike County/John E. Lewis Field,31.17861111,-90.47166667
13192,MCC,McClellan AFB,38.66777778,-121.3994444
13192,MCC,McClellan Airfield,38.66777778,-121.3994444
13193,MCD,Mackinac Island Airport,45.86472222,-84.63722222
13194,MCE,Merced Macready Regional,37.28472222,-120.5127778
13194,MCE,Merced Regional/Macready Field,37.28472222,-120.5138889
13195,MCF,Macdill AFB,27.84888889,-82.52166667
13196,MCG,McGrath Airport,62.95305556,-155.6058333
13197,MCH,General Manuel Serrano,-3.26888889,-79.96666667
13198,MCI,Kansas City International,39.2975,-94.71388889
13199,MCJ,Maicao Airport,11.39166667,-72.24166667
13200,MCK,McCook Municipal,40.20611111,-100.59
13200,MCK,McCook Ben Nelson Regional,40.20638889,-100.5919444
13201,MCL,Denali,63.64111111,-148.7863889
13202,MCM,Monaco Heloport,43.73333333,7.41666667
13203,MCN,Middle Georgia Regional,32.69583333,-83.64916667
13204,MCO,Orlando International,28.43166667,-81.32472222
13205,MCP,Macapa Airport,0.05,-51.06666667
13205,MCP,Alberto Alcolumbre,0.05055556,-51.07222222
13206,MCR,Melchor de Mencos Airport,17.06111111,-89.15555556
13207,MCS,Monte Caseros Airport,-30.27083333,-57.64111111
13208,MCT,Seeb International,23.59166667,58.27916667
13208,MCT,Muscat International,23.59305556,58.28444444
13209,MCU,Gueret/Lepaud,46.22333333,2.36444444
13210,MCV,McArthur River Airport,-16.44583333,136.0783333
13210,MCV,McArthur River Mine,-16.4425,136.0836111
13211,MCW,Mason City Municipal,43.15694444,-93.32944444
13212,MCY,Sunshine Coast,-26.6025,153.0933333
13213,MCZ,Zumbi Dos Palmares,-9.51083333,-35.79166667
13214,MDA,Martindale AHP,29.43138889,-98.37777778
13215,MDB,Melinda Airport,16.99944444,-88.31805556
13216,MDC,Sam Ratulangi,1.54388889,124.9236111
13217,MDD,Midland Airpark,32.03583333,-102.1022222
13218,MDE,Jose Maria Cordova,6.16444444,-75.42305556
13219,MDF,Taylor County,45.10111111,-90.30333333
13220,MDG,Mudanjiang Airport,44.6,129.5
13220,MDG,Hailang,44.52416667,129.5688889
13221,MDH,Southern Illinois,37.78138889,-89.24694444
13222,MDI,Makurdi Airport,7.70777778,8.62222222
13223,MDJ,City County,44.66611111,-121.1630556
13223,MDJ,Madras Municipal,44.67027778,-121.1552778
13224,MDK,Mbandaka Airport,0.02333333,18.29222222
13225,MDL,Mandalay Airport,21.94055556,96.08972222
13226,MDO,Middleton Island Airport,59.45305556,-146.3
13227,MDQ,Astor Piazzolla,-37.93472222,-57.57222222
13227,MDQ,Mar del Plata Airport,-37.93416667,-57.57333333
13228,MDR,Medfra Airport,63.10694444,-154.7166667
13229,MDS,Middle Caicos Airport,21.78333333,-71.76666667
13229,MDS,Conch Bar,21.82611111,-71.8025
13230,MDT,Harrisburg International,40.19305556,-76.76222222
13231,MDU,Mendi Airport,-6.15861111,143.65
13232,MDW,Chicago Midway International,41.785,-87.75194444
13233,MDX,Mercedes Aeroclub,-29.16722222,-58.07555556
13234,MDY,Midway NAF,28.19861111,-177.3802778
13234,MDY,Sand Island Field,28.20444444,-177.3786111
13235,MDZ,El Plumerillo,-32.83194444,-68.78472222
13236,ME1,Steven A. Bean Municipal,44.99194444,-70.66472222
13237,MEA,Macae Airport,-22.34361111,-41.76611111
13238,MEB,Melbourne/Essendon,-37.73666667,144.8975
13238,MEB,Essendon,-37.72805556,144.9019444
13239,MEC,Eloy Alfaro International,-0.94611111,-80.67888889
13240,MED,Medina Airport,24.545,39.72111111
13240,MED,Prince Mohammad Bin Abdulaziz International,24.55277778,39.70527778
13241,MEI,Key Field,32.33722222,-88.74916667
13242,MEJ,Port Meadville,41.62666667,-80.21472222
13243,MEL,Melbourne International,-37.66166667,144.8333333
13244,MEM,Memphis International,35.04972222,-89.97861111
13245,MEN,Brenoux,44.50305556,3.53361111
13245,MEN,Mende Brenoux,44.50416667,3.5275
13246,MEO,Dare County Regional,35.91888889,-75.69555556
13247,MEP,Mersing Malay.,2.43333333,103.8333333
13248,MEQ,Seunagan,4.18277778,96.20222222
13249,MER,Castle,37.38055556,-120.5680556
13250,MES,Polonia,3.56111111,98.67277778
13251,MEV,Minden-Tahoe,39.00027778,-119.7508333
13252,MEX,Licenciado Benito Juarez International,19.43527778,-99.07277778
13253,MEY,Meghauli Airport,27.57638889,84.23138889
13254,MFA,Mafia,-7.91388889,39.665
13255,MFD,Mansfield Lahm Municipal,40.82,-82.51277778
13255,MFD,Mansfield Lahm Regional,40.82138889,-82.51666667
13256,MFE,McAllen Miller International,26.17694444,-98.23972222
13257,MFF,Moanda Airport,-1.53694444,13.27083333
13258,MFG,Muzaffarabad Airport,34.33777778,73.50944444
13259,MFH,Mesquite Airport,36.835,-114.0552778
13260,MFI,Marshfield Municipal,44.63388889,-90.18666667
13261,MFM,Macau International,22.14944444,113.5913889
13262,MFN,Milford Sound Airport,-44.66944444,167.9111111
13263,MFQ,Maradi Airport,13.5025,7.12527778
13264,MFR,Medford Jackson County,42.37361111,-122.8722222
13264,MFR,Rogue Valley International - Medford,42.37361111,-122.8722222
13265,MFS,Miraflores Airport,1.33333333,-72.1
13266,MFT,Mangham Field,32.85611111,-97.2
13267,MFU,Mfuwe Airport,-13.25972222,31.93527778
13268,MFV,Accomack County,37.64666667,-75.76138889
13269,MGA,Augusto Cesar Sandino International,12.14111111,-86.16861111
13270,MGB,Mount Gambier Airport,-37.75416667,140.7805556
13271,MGC,Michigan City Municipal,41.7,-86.81666667
13271,MGC,Michigan City Municipal-Phillips Field,41.70333333,-86.82111111
13272,MGD,Magdalena Airport,-13.32527778,-64.12472222
13273,MGE,Dobbins AFB,33.91472222,-84.52166667
13273,MGE,Dobbins ARB,33.91527778,-84.51638889
13274,MGF,Regional de Maringa Silvio Name Junior,-23.47638889,-52.01638889
13274,MGF,Silvio Name Junior,-23.47638889,-52.01638889
13275,MGJ,Orange County,41.51138889,-74.26416667
13276,MGL,Monchengladbach,51.23027778,6.50444444
13276,MGL,Monchen Gladbach,51.23027778,6.50444444
13276,MGL,Moenchengladbach,51.23027778,6.50444444
13277,MGM,Dannelly Field,32.3,-86.39111111
13277,MGM,Montgomery Regional,32.30055556,-86.39388889
13278,MGN,Baracoa,9.28805556,-74.845
13278,MGN,Magangue Airport,9.28472222,-74.84638889
13279,MGQ,Mogadishu International,2.01333333,45.31333333
13279,MGQ,Aden Adde International,2.01388889,45.30388889
13280,MGR,Moultrie Thomasville,31.06944444,-83.80277778
13280,MGR,Moultrie/Thomasville Airport,31.06944444,-83.80277778
13281,MGS,Mangaia Cook Island,-21.91666667,-157.9166667
13282,MGW,Morgantown Municipal-Walter L. Bill Hart Field,39.64277778,-79.91583333
13283,MGY,Montgomery County,39.59111111,-84.22388889
13283,MGY,Dayton-Wright Brothers,39.58888889,-84.22472222
13284,MHA,Mahdia Airport,5.27527778,-59.14666667
13286,MHD,Mashhad International,36.23666667,59.64166667
13286,MHD,Shahid Hashemi Nejad International,36.23527778,59.64111111
13287,MHE,Mitchell Municipal,43.77527778,-98.03805556
13288,MHG,Mannheim Neuostheim,49.47527778,8.51805556
13288,MHG,Mannheim City,49.47277778,8.51333333
13289,MHH,Marsh Harbour Airport,26.51111111,-77.08472222
13289,MHH,Marsh Harbour International,26.51138889,-77.08333333
13289,MHH,Leonard M Thompson International,26.51,-77.085
13290,MHK,Manhattan Regional,39.14222222,-96.66888889
13291,MHL,Marshall Memorial Municipal,39.1,-93.2
13292,MHM,Minchumina Airport,63.88611111,-152.3019444
13293,MHO,Mount House Airport,-17.13388889,125.7611111
13294,MHQ,Mariehamn Airport,60.12333333,19.89666667
13295,MHR,Mather AFB,38.55638889,-121.2955556
13295,MHR,Sacramento Mather,38.55527778,-121.2972222
13296,MHT,Grenier Field/Manchester Municipal,42.93833333,-71.43888889
13296,MHT,Manchester Airport,42.93833333,-71.43888889
13296,MHT,Manchester-Boston Regional,42.93833333,-71.43888889
13297,MHV,Mojave Airport,35.06666667,-118.15
13297,MHV,Mojave Air and Space Port,35.05888889,-118.1505556
13299,MHZ,Mildenhall Airport,52.36055556,0.48861111
13300,MI1,Greenville Municipal,43.14222222,-85.25388889
13301,MI2,Tulip City,42.74305556,-86.105
13301,MI2,West Michigan Regional,42.74277778,-86.10777778
13302,MI3,Livingston County Spencer J. Hardy,42.62944444,-83.98416667
13303,MIA,Miami International,25.7925,-80.28611111
13304,MIB,Minot AFB,48.41555556,-101.3572222
13305,MIC,Crystal,45.06222222,-93.35361111
13306,MID,Licenciado Manuel Crescencio Rejon International,20.93694444,-89.65777778
13307,MIE,Delaware Co/Johnson Field,40.23972222,-85.39444444
13307,MIE,Delaware County Regional,40.2425,-85.39583333
13308,MII,Marilia Airport,-22.19527778,-49.92611111
13309,MIJ,Mili Airport,6.08611111,171.7336111
13310,MIK,Mikkeli Airport,61.68944444,27.20666667
13311,MIL,Milan Metropolitan Area,45.46666667,9.2
13312,MIM,Merimbula Airport,-36.90833333,149.92
13313,MIN,Minnipa Airport,-32.84444444,135.1430556
13314,MIO,Miami Municipal,36.90722222,-94.8875
13314,MIO,Miami Regional,36.90916667,-94.8875
13315,MIP,Har Arikha,30.65638889,34.80694444
13316,MIQ,Millard,41.19611111,-96.11194444
13317,MIR,Monastir Airport,35.75694444,10.75277778
13317,MIR,Habib Bourguiba International,35.75777778,10.75416667
13318,MIS,Misima,-10.69361111,152.8405556
13319,MIT,Shafter - Minter Field,35.5075,-119.1922222
13320,MIU,Maiduguri Airport,11.84416667,13.06805556
13321,MIV,Millville Municipal,39.36805556,-75.07444444
13322,MIW,Marshalltown Municipal,42.11444444,-92.91916667
13323,MIX,Miriti Pirana,-1.18333333,-70.03333333
13324,MIZ,Mainoru Airport,-14.05472222,134.0925
13325,MJA,Manja Airport,-21.42222222,44.31472222
13326,MJB,Mejit,10.28027778,170.8680556
13327,MJC,Man Airport,7.38166667,-7.52833333
13328,MJD,Moenjodaro Airport,27.33638889,68.14166667
13329,MJF,Kjaerstad,65.78361111,13.21472222
13330,MJG,Mayajigua Airport,22.23,-79.06611111
13331,MJI,Mitiga Airport,32.89416667,13.27333333
13331,MJI,Mitiga International,32.89194444,13.2875
13332,MJL,Mouila Airport,-1.81777778,10.92416667
13333,MJM,Mbuji Mayi,-6.12138889,23.56972222
13334,MJN,Majunga/Amborovy,-15.66583333,46.35305556
13334,MJN,Philibert Tsiranana,-15.66722222,46.35166667
13335,MJQ,Jackson Airport,43.63333333,-94.98333333
13336,MJT,Mitilini,39.05611111,26.59944444
13337,MJV,Murcia San Javier,37.77472222,-0.81111111
13337,MJV,San Javier,37.77888889,-0.81333333
13338,MJX,Robert J. Miller Air Park,39.9275,-74.29277778
13338,MJX,Ocean County,39.9275,-74.2925
13339,MJZ,Mirny Airport,62.53333333,114.0333333
13340,MKA,Marianske Lazne Airport,49.98333333,12.71666667
13341,MKC,Kansas City Downtown,39.12333333,-94.59277778
13341,MKC,Charles B. Wheeler Downtown,39.12305556,-94.59277778
13342,MKE,General Mitchell Field,42.95027778,-87.89722222
13342,MKE,General Mitchell International,42.95027778,-87.89722222
13344,MKG,Muskegon County,43.17055556,-86.2375
13345,MKI,Obo Mboki Airport,5.33,25.93194444
13346,MKJ,Makoua Airport,-0.02027778,15.57666667
13347,MKK,Molokai,21.15277778,-157.1
13348,MKL,McKellar Field,35.60138889,-88.91527778
13348,MKL,McKellar-Sipes Regional,35.6,-88.91555556
13349,MKM,Mukah Airport,2.90694444,112.0797222
13350,MKO,Davis Field,35.66055556,-95.36666667
13351,MKP,Makemo Airport,-16.585,-143.6572222
13352,MKR,Meekatharra Airport,-26.61305556,118.5463889
13353,MKS,Mekane Selam Airport,10.75,38.76666667
13354,MKT,Mankato Regional,44.22361111,-93.91833333
13355,MKU,Makokou Airport,0.55916667,12.86111111
13356,MKW,Rendani,-0.89305556,134.0527778
13357,MKY,Mackay Airport,-21.17277778,149.1813889
13358,MKZ,Malacca Airport,2.26416667,102.2533333
13359,MLA,Luqa International,35.83666667,14.54722222
